author_a,author_b,shared_works,weight
person:kai li,person:m castro,11,11
person:m castro,person:n turner,11,11
person:m castro,person:w wong,11,11
person:m castro,person:r clay reid,11,11
person:kai li,person:sven dorkenwald,11,11
person:s mondal,person:sven dorkenwald,11,11
person:akhilesh halageri,person:kai li,11,11
person:akhilesh halageri,person:s mondal,11,11
person:akhilesh halageri,person:n turner,11,11
person:akhilesh halageri,person:w wong,11,11
person:akhilesh halageri,person:r clay reid,11,11
person:s mondal,person:zhi ming jia,11,11
person:n turner,person:zhi ming jia,11,11
person:w wong,person:zhi ming jia,11,11
person:r clay reid,person:zhi ming jia,11,11
person:c jordan,person:kai li,11,11
person:c jordan,person:s mondal,11,11
person:c jordan,person:n da costa,11,11
person:n kemnitz,person:s mondal,11,11
person:n da costa,person:n kemnitz,11,11
person:kai li,person:kea joo lee,11,11
person:kea joo lee,person:s mondal,11,11
person:kea joo lee,person:n da costa,11,11
person:kai li,person:rongwen lu,11,11
person:kai li,person:s mondal,11,11
person:kai li,person:w silversmith,11,11
person:kai li,person:n turner,11,11
person:kai li,person:w wong,11,11
person:jingpeng wu,person:kai li,11,11
person:h sebastian seung,person:kai li,11,11
person:kai li,person:r clay reid,11,11
person:f collman,person:kai li,11,11
person:rongwen lu,person:s mondal,11,11
person:n da costa,person:rongwen lu,11,11
person:s mondal,person:t macrina,11,11
person:n da costa,person:t macrina,11,11
person:eric mitchell,person:s mondal,11,11
person:eric mitchell,person:n turner,11,11
person:eric mitchell,person:w wong,11,11
person:eric mitchell,person:r clay reid,11,11
person:s mondal,person:shang mu,11,11
person:barak nehoran,person:s mondal,11,11
person:s mondal,person:s popovych,11,11
person:s mondal,person:w silversmith,11,11
person:n turner,person:s mondal,11,11
person:s mondal,person:w wong,11,11
person:jingpeng wu,person:s mondal,11,11
person:h sebastian seung,person:s mondal,11,11
person:r clay reid,person:s mondal,11,11
person:f collman,person:s mondal,11,11
person:n turner,person:shang mu,11,11
person:shang mu,person:w wong,11,11
person:r clay reid,person:shang mu,11,11
person:barak nehoran,person:n turner,11,11
person:barak nehoran,person:w wong,11,11
person:barak nehoran,person:r clay reid,11,11
person:n da costa,person:s popovych,11,11
person:n da costa,person:w silversmith,11,11
person:n da costa,person:n turner,11,11
person:n da costa,person:w wong,11,11
person:jingpeng wu,person:n da costa,11,11
person:h sebastian seung,person:n da costa,11,11
person:n shavit,person:y meirovitch,11,11
person:jody clements,person:shin ya takemura,11,11
person:christopher knecht,person:shin ya takemura,11,11
person:michael cook,person:shin ya takemura,11,11
person:m dreher,person:shin ya takemura,11,11
person:julie kovalyak,person:shin ya takemura,11,11
person:alanna lohff,person:shin ya takemura,11,11
person:ashley scott,person:shin ya takemura,11,11
person:fu ning li,person:shin ya takemura,11,11
person:gary huang,person:stephen plaza,11,11
person:j bogovic,person:s saalfeld,11,11
person:fu ning li,person:g jefferis,11,11
person:eric bushong,person:mark ellisman,11,11
person:donglai wei,person:yunming wu,11,11
person:daniel berger,person:j lichtman,11,11
person:c priebe,person:j vogelstein,11,11
person:jay gager,person:szi chieh yu,10,10
person:jay gager,person:sven dorkenwald,10,10
person:b silverman,person:szi chieh yu,10,10
person:k eichler,person:tomke sturner,10,10
person:g jefferis,person:jan funke,10,10
person:jim truman,person:r fetter,10,10
person:c sigulinsky,person:james anderson,10,10
person:p rivlin,person:zhiyuan lu,10,10
person:louis scheffer,person:p rivlin,10,10
person:stephen plaza,person:tengda zhao,10,10
person:i meinertzhagen,person:stephen plaza,10,10
person:g rubin,person:louis scheffer,10,10
person:l elabbady,person:marc takeno,10,10
person:j bae,person:l elabbady,10,10
person:l elabbady,person:szi chieh yu,10,10
person:l elabbady,person:n da costa,10,10
person:a bodor,person:j bae,10,10
person:a bodor,person:szi chieh yu,10,10
person:j bae,person:j buchanan,10,10
person:j buchanan,person:szi chieh yu,10,10
person:d bumbarger,person:j bae,10,10
person:d bumbarger,person:szi chieh yu,10,10
person:d kapner,person:j bae,10,10
person:d kapner,person:m castro,10,10
person:d kapner,person:szi chieh yu,10,10
person:j bae,person:s kinn,10,10
person:m castro,person:s kinn,10,10
person:s kinn,person:szi chieh yu,10,10
person:n da costa,person:s kinn,10,10
person:g mahalingam,person:j bae,10,10
person:g mahalingam,person:szi chieh yu,10,10
person:j bae,person:marc takeno,10,10
person:m castro,person:marc takeno,10,10
person:akhilesh halageri,person:marc takeno,10,10
person:marc takeno,person:zhi ming jia,10,10
person:kai li,person:marc takeno,10,10
person:eric mitchell,person:marc takeno,10,10
person:marc takeno,person:s mondal,10,10
person:marc takeno,person:shang mu,10,10
person:barak nehoran,person:marc takeno,10,10
person:j bae,person:r torres,10,10
person:r torres,person:szi chieh yu,10,10
person:j bae,person:wenjie yin,10,10
person:m castro,person:wenjie yin,10,10
person:szi chieh yu,person:wenjie yin,10,10
person:j bae,person:s mondal,10,10
person:j bae,person:w wong,10,10
person:j bae,person:r clay reid,10,10
person:m castro,person:s mondal,10,10
person:m castro,person:n da costa,10,10
person:akhilesh halageri,person:n da costa,10,10
person:n da costa,person:zhi ming jia,10,10
person:kai li,person:szi chieh yu,10,10
person:kai li,person:n da costa,10,10
person:eric mitchell,person:n da costa,10,10
person:s mondal,person:szi chieh yu,10,10
person:n da costa,person:s mondal,10,10
person:n da costa,person:shang mu,10,10
person:barak nehoran,person:n da costa,10,10
person:n turner,person:szi chieh yu,10,10
person:szi chieh yu,person:w wong,10,10
person:r clay reid,person:szi chieh yu,10,10
person:kenneth hayworth,person:shin ya takemura,10,10
person:kazunori shinomiya,person:shin ya takemura,10,10
person:j bogovic,person:shin ya takemura,10,10
person:philip hubbard,person:shin ya takemura,10,10
person:brandon canino,person:shin ya takemura,10,10
person:charli maldonado,person:shin ya takemura,10,10
person:caroline mooney,person:shin ya takemura,10,10
person:nneoma okeoma,person:shin ya takemura,10,10
person:shin ya takemura,person:tyler paterson,10,10
person:e phillips,person:shin ya takemura,10,10
person:s saalfeld,person:shin ya takemura,10,10
person:r george,person:shin ya takemura,10,10
person:gary huang,person:louis scheffer,10,10
person:l umayam,person:s berg,10,10
person:louis scheffer,person:s berg,10,10
person:l umayam,person:stephen plaza,10,10
person:g rubin,person:philipp schlegel,10,10
person:g rubin,person:m dreher,10,10
person:fu ning li,person:marta costa,10,10
person:e marin,person:philipp schlegel,10,10
person:g jefferis,person:g rubin,10,10
person:brock andrew wester,person:erik johnson,10,10
person:n eckstein,person:szi chieh yu,10,10
person:a bates,person:claire mckellar,10,10
person:hanspeter pfister,person:r schalek,10,10
person:donglai wei,person:r schalek,10,10
person:hanspeter pfister,person:yunming wu,10,10
person:c priebe,person:v lyzinski,10,10
person:aaron kuan,person:w lee,10,10
person:marta costa,person:tomke sturner,10,10
person:a champion,person:k eichler,10,10
person:g jefferis,person:marina gkantia,10,10
person:hongqing han,person:jiazheng liu,10,10
person:a bates,person:tomke sturner,9,9
person:a bates,person:jan funke,9,9
person:jay gager,person:t macrina,9,9
person:szi chieh yu,person:tomke sturner,9,9
person:andrew cook,person:john tuthill,9,9
person:akhilesh halageri,person:dodam ih,9,9
person:jan funke,person:k eichler,9,9
person:harald hess,person:song pang,9,9
person:louis scheffer,person:w katz,9,9
person:d olbris,person:stephen plaza,9,9
person:marc takeno,person:szi chieh yu,9,9
person:j bae,person:n da costa,9,9
person:n da costa,person:szi chieh yu,9,9
person:chuanyun xu,person:kenneth hayworth,9,9
person:chuanyun xu,person:louis scheffer,9,9
person:chuanyun xu,person:stephen plaza,9,9
person:a shinomiya,person:shin ya takemura,9,9
person:claire smith,person:shin ya takemura,9,9
person:iris talebi,person:shin ya takemura,9,9
person:gary huang,person:p rivlin,9,9
person:l umayam,person:louis scheffer,9,9
person:a bates,person:fu ning li,9,9
person:a bates,person:m pleijzier,9,9
person:marta costa,person:shin ya takemura,9,9
person:erik johnson,person:jordan matelsky,9,9
person:erik johnson,person:william gray roncal,9,9
person:a bodor,person:j reimer,9,9
person:a bodor,person:a tolias,9,9
person:j buchanan,person:j reimer,9,9
person:a tolias,person:j buchanan,9,9
person:d bumbarger,person:j reimer,9,9
person:a tolias,person:d bumbarger,9,9
person:a tolias,person:j reimer,9,9
person:j reimer,person:r clay reid,9,9
person:a tolias,person:r clay reid,9,9
person:hanspeter pfister,person:j troidl,9,9
person:keun young kim,person:mark ellisman,9,9
person:jan funke,person:n eckstein,9,9
person:c jordan,person:dodam ih,9,9
person:jan funke,person:philipp schlegel,9,9
person:r schalek,person:viren jain,9,9
person:hanspeter pfister,person:y meirovitch,9,9
person:yunming wu,person:zhi hang lin,9,9
person:c veraszto,person:r shahidi,9,9
person:gaspar jekely,person:r shahidi,9,9
person:elizabeth williams,person:gaspar jekely,9,9
person:c veraszto,person:gaspar jekely,9,9
person:a champion,person:tomke sturner,9,9
person:a champion,person:marta costa,9,9
person:a champion,person:g jefferis,9,9
person:daniel berger,person:yunming wu,9,9
person:daniel berger,person:r schalek,9,9
person:brock andrew wester,person:daniel xenes,8,8
person:jay gager,person:n kemnitz,8,8
person:jay gager,person:kea joo lee,8,8
person:jay gager,person:rongwen lu,8,8
person:akhilesh halageri,person:jay gager,8,8
person:f collman,person:jay gager,8,8
person:h sebastian seung,person:jay gager,8,8
person:e munnelly,person:szi chieh yu,8,8
person:marissa sorek,person:szi chieh yu,8,8
person:james hebditch,person:szi chieh yu,8,8
person:k willie,person:szi chieh yu,8,8
person:ryan willie,person:szi chieh yu,8,8
person:a seeds,person:szi chieh yu,8,8
person:stefanie hampel,person:szi chieh yu,8,8
person:a sterling,person:marissa sorek,8,8
person:dodam ih,person:sven dorkenwald,8,8
person:dodam ih,person:f collman,8,8
person:hanspeter pfister,person:xiao jing wang,8,8
person:j lichtman,person:johanna beyer,8,8
person:k eichler,person:marta zlatic,8,8
person:albert cardona,person:k eichler,8,8
person:albert cardona,person:fu ning li,8,8
person:marta zlatic,person:r fetter,8,8
person:a tolias,person:fabian sinz,8,8
person:junkyung kim,person:linqing feng,8,8
person:c sigulinsky,person:r marc,8,8
person:c sigulinsky,person:rebecca pfeiffer,8,8
person:bryan william jones,person:rebecca pfeiffer,8,8
person:g card,person:h cheong,8,8
person:jens goldammer,person:keinosuke ito,8,8
person:keinosuke ito,person:masayoshi ito,8,8
person:w katz,person:zhiyuan lu,8,8
person:g rubin,person:zhiyuan lu,8,8
person:i meinertzhagen,person:p rivlin,8,8
person:tengda zhao,person:w katz,8,8
person:g rubin,person:stephen plaza,8,8
person:aravinthan samuel,person:y meirovitch,8,8
person:j lichtman,person:n shavit,8,8
person:chuanyun xu,person:i meinertzhagen,8,8
person:micha januszewski,person:s berg,8,8
person:micha januszewski,person:peter li,8,8
person:gary huang,person:zhiyuan lu,8,8
person:shirley lauchie,person:zhiyuan lu,8,8
person:christopher ordish,person:zhiyuan lu,8,8
person:erika neace,person:shin ya takemura,8,8
person:audrey francis,person:shin ya takemura,8,8
person:c ribeiro,person:shin ya takemura,8,8
person:keinosuke ito,person:shin ya takemura,8,8
person:gary huang,person:w katz,8,8
person:jody clements,person:s berg,8,8
person:s berg,person:w katz,8,8
person:christopher ordish,person:s berg,8,8
person:jody clements,person:l umayam,8,8
person:jody clements,person:louis scheffer,8,8
person:jody clements,person:stephen plaza,8,8
person:philipp schlegel,person:tansy yang,8,8
person:christopher ordish,person:louis scheffer,8,8
person:christopher ordish,person:stephen plaza,8,8
person:g rubin,person:tansy yang,8,8
person:fu ning li,person:g rubin,8,8
person:harald hess,person:louis scheffer,8,8
person:harald hess,person:stephen plaza,8,8
person:e marin,person:fu ning li,8,8
person:g jefferis,person:tansy yang,8,8
person:g rubin,person:marta costa,8,8
person:hongqing han,person:qiwei xie,8,8
person:cm schneider mizell,person:j reimer,8,8
person:a tolias,person:cm schneider mizell,8,8
person:d brittain,person:j reimer,8,8
person:a tolias,person:d brittain,8,8
person:g mahalingam,person:j reimer,8,8
person:a tolias,person:g mahalingam,8,8
person:j reimer,person:marc takeno,8,8
person:a tolias,person:marc takeno,8,8
person:j reimer,person:r torres,8,8
person:a tolias,person:r torres,8,8
person:j reimer,person:sven dorkenwald,8,8
person:a tolias,person:sven dorkenwald,8,8
person:j reimer,person:m castro,8,8
person:a tolias,person:m castro,8,8
person:c jordan,person:j reimer,8,8
person:a tolias,person:c jordan,8,8
person:j reimer,person:n kemnitz,8,8
person:a tolias,person:n kemnitz,8,8
person:j reimer,person:kea joo lee,8,8
person:a tolias,person:kea joo lee,8,8
person:j reimer,person:rongwen lu,8,8
person:a tolias,person:rongwen lu,8,8
person:j reimer,person:t macrina,8,8
person:a tolias,person:t macrina,8,8
person:j reimer,person:s popovych,8,8
person:a tolias,person:s popovych,8,8
person:j reimer,person:w silversmith,8,8
person:a tolias,person:w silversmith,8,8
person:j reimer,person:n turner,8,8
person:a tolias,person:n turner,8,8
person:j reimer,person:w wong,8,8
person:a tolias,person:w wong,8,8
person:j reimer,person:jingpeng wu,8,8
person:a tolias,person:jingpeng wu,8,8
person:h sebastian seung,person:j reimer,8,8
person:f collman,person:j reimer,8,8
person:j reimer,person:n da costa,8,8
person:a tolias,person:h sebastian seung,8,8
person:a tolias,person:f collman,8,8
person:a tolias,person:n da costa,8,8
person:gabriella sterne,person:szi chieh yu,8,8
person:jan funke,person:marta costa,8,8
person:a bates,person:n eckstein,8,8
person:j lichtman,person:peter li,8,8
person:r schalek,person:zhi hang lin,8,8
person:d berger,person:r schalek,8,8
person:viren jain,person:yunming wu,8,8
person:hui gong,person:qingming luo,8,8
person:philipp schlegel,person:tomke sturner,8,8
person:marina gkantia,person:philipp schlegel,8,8
person:marina gkantia,person:marta costa,8,8
person:g jefferis,person:s berg,8,8
person:g card,person:marta costa,8,8
person:g card,person:g jefferis,8,8
person:k boergens,person:m helmstaedter,8,8
person:hanspeter pfister,person:narayan kasthuri,8,8
person:fuming yang,person:y meirovitch,8,8
person:fuming yang,person:j lichtman,8,8
person:oliver hobert,person:steven cook,8,8
person:eric trautman,person:shin ya takemura,8,8
person:a bates,person:marina gkantia,8,8
person:a bates,person:e munnelly,7,7
person:a bates,person:paul brooks,7,7
person:mean hwan kim,person:w lee,7,7
person:arie matsliah,person:jan funke,7,7
person:arie matsliah,person:h sebastian seung,7,7
person:dodam ih,person:jay gager,7,7
person:jay gager,person:m murthy,7,7
person:a sterling,person:b silverman,7,7
person:b silverman,person:ryan willie,7,7
person:b silverman,person:h sebastian seung,7,7
person:paul brooks,person:szi chieh yu,7,7
