author_norm,person_id,display_name,works_in_corpus,weighted_degree,betweenness,community_id
person:edda kunze,person:edda kunze,Edda Kunze,1,303.0,0.000221,3
person:t crahan,person:t crahan,T. Crahan,1,303.0,0.000221,3
person:ryan margossian,person:ryan margossian,Ryan Margossian,1,303.0,0.000221,3
person:iliyan georgiev,person:iliyan georgiev,Iliyan Georgiev,1,303.0,0.000221,3
person:fabianna szorenyi,person:fabianna szorenyi,Fabianna Szorenyi,1,303.0,0.000221,3
person:benjamin bargeron,person:benjamin bargeron,Benjamin Bargeron,1,303.0,0.000221,3
person:andreas becker,person:andreas becker,Andreas Becker,1,303.0,0.000221,3
person:a morren,person:a morren,A. Morren,1,303.0,0.000221,3
person:haley croke,person:haley croke,Haley Croke,1,303.0,0.000221,3
person:s dutta,person:s dutta,S. Dutta,1,303.0,0.000221,3
person:paula guiomar alarcon de anton,person:paula guiomar alarcon de anton,Paula Guiomar Alarcón de Antón,1,303.0,0.000221,3
person:binglin huang,person:binglin huang,Binglin Huang,1,303.0,0.000221,3
person:patricia pujols,person:patricia pujols,Patricia Pujols,1,303.0,0.000221,3
person:i haber,person:i haber,I. Haber,1,303.0,0.000221,3
person:veronika lukyanova,person:veronika lukyanova,Veronika Lukyanova,1,303.0,0.000221,3
person:gianna vitelli,person:gianna vitelli,Gianna Vitelli,1,303.0,0.000221,3
person:m laturney,person:m laturney,M. Laturney,1,303.0,0.000221,3
person:shuo cao,person:shuo cao,Shuo Cao,1,303.0,0.000221,3
person:carolina manyari diaz,person:carolina manyari diaz,Carolina Manyari-Diaz,1,303.0,0.000221,3
person:anh duc le,person:anh duc le,Anh Duc Le,1,303.0,0.000221,3
person:kate maier,person:kate maier,Kate Maier,1,303.0,0.000221,3
person:yeonju nam,person:yeonju nam,Yeonju Nam,1,303.0,0.000221,3
person:daniel baba,person:daniel baba,Daniel Bąba,1,303.0,0.000221,3
person:amanda abusaif,person:amanda abusaif,Amanda Abusaif,1,303.0,0.000221,3
person:jesse gayk,person:jesse gayk,Jesse Gayk,1,303.0,0.000221,3
person:s huntress,person:s huntress,S. S. Huntress,1,303.0,0.000221,3
person:r barajas,person:r barajas,R. Barajas,1,303.0,0.000221,3
person:keehyun park,person:keehyun park,Keehyun Park,1,303.0,0.000221,3
person:alan mathew,person:alan mathew,Alan Mathew,1,303.0,0.000221,3
person:margarida brotas,person:margarida brotas,Margarida Brotas,1,303.0,0.000221,3
person:shanice bailey,person:shanice bailey,Shanice Bailey,1,303.0,0.000221,3
person:eugenia chiappe,person:eugenia chiappe,Eugenia Chiappe,1,303.0,0.000221,3
person:kenneth colodner,person:kenneth colodner,Kenneth J. Colodner,1,303.0,0.000221,3
person:andrew dacks,person:andrew dacks,Andrew M. Dacks,1,303.0,0.000221,3
person:denise garcia,person:denise garcia,Denise Garcia,1,303.0,0.000221,3
person:bassem hassan,person:bassem hassan,Bassem A. Hassan,1,303.0,0.000221,3
person:wolf huetteroth,person:wolf huetteroth,Wolf Huetteroth,1,303.0,0.000221,3
person:jae young kwon,person:jae young kwon,Jae Young Kwon,1,303.0,0.000221,3
person:g linneweber,person:g linneweber,G. Linneweber,1,303.0,0.000221,3
person:gaby maimon,person:gaby maimon,Gaby Maimon,1,303.0,0.000221,3
person:s noselli,person:s noselli,S. Noselli,1,303.0,0.000221,3
person:j read,person:j read,J. Read,1,303.0,0.000221,3
person:katie von reyn,person:katie von reyn,Katie von Reyn,1,303.0,0.000221,3
person:m selcho,person:m selcho,M. Selcho,1,303.0,0.000221,3
person:fred wolf,person:fred wolf,Fred W. Wolf,1,303.0,0.000221,3
person:catherine whittle,person:catherine whittle,Catherine R. Whittle,1,110.0,0.0,1
person:valeria silva,person:valeria silva,Valeria Silva,1,110.0,0.0,1
person:i ali,person:i ali,I. Ali,1,110.0,0.0,1
person:bhumpanya chaisrisawatsuk,person:bhumpanya chaisrisawatsuk,Bhumpanya Chaisrisawatsuk,1,110.0,0.0,1
person:arthur crowe,person:arthur crowe,Arthur S. Crowe,1,110.0,0.0,1
person:myrto mitletton,person:myrto mitletton,Myrto Mitletton,1,110.0,0.0,1
person:anika pai,person:anika pai,Anika Pai,1,110.0,0.0,1
person:b patel,person:b patel,B. Patel,1,110.0,0.0,1
person:jennifer rivas salinas,person:jennifer rivas salinas,Jennifer Rivas Salinas,1,110.0,0.0,1
person:holly whittome,person:holly whittome,Holly Whittome,1,110.0,0.0,1
person:eric troutman,person:eric troutman,Eric T. Troutman,1,104.0,0.0,1
person:zaki ajabi,person:zaki ajabi,Zaki Ajabi,1,99.0,0.0,3
person:kevin delgado,person:kevin delgado,Kevin M. Delgado,1,99.0,0.0,3
person:mohammed abdal monium osman,person:mohammed abdal monium osman,Mohammed Abdal Monium Osman,1,99.0,0.0,3
person:sophia renauld,person:sophia renauld,Sophia Renauld,1,99.0,0.0,3
person:janki patel,person:janki patel,Janki Patel,1,99.0,0.0,3
person:jingxuan fan,person:jingxuan fan,Jingxuan Fan,1,99.0,0.0,3
person:h langley,person:h langley,H. Langley,1,99.0,0.0,3
person:borja moya llamas,person:borja moya llamas,Borja Moya-Llamas,1,99.0,0.0,3
person:ryan maloney,person:ryan maloney,Ryan T Maloney,1,99.0,0.0,3
person:sara pierce lundgren,person:sara pierce lundgren,Sara E Pierce-Lundgren,1,99.0,0.0,3
person:emily kophs,person:emily kophs,Emily C Kophs,1,99.0,0.0,3
person:tjalda falt,person:tjalda falt,Tjalda Falt,1,99.0,0.0,3
person:alexa negron morales,person:alexa negron morales,Alexa M Negron-Morales,1,99.0,0.0,3
person:emil behnke,person:emil behnke,Emil Behnke,1,99.0,0.0,3
person:kevin daly,person:kevin daly,Kevin C. Daly,1,99.0,0.0,3
person:marie suver,person:marie suver,Marie P. Suver,1,99.0,0.0,3
person:lisa fenk,person:lisa fenk,Lisa M. Fenk,1,99.0,0.0,3
person:jan drugowitsch,person:jan drugowitsch,Jan Drugowitsch,1,99.0,0.0,3
person:kyle harrington,person:kyle harrington,Kyle Harrington,1,83.0,0.0,1
person:allison vannan,person:allison vannan,Allison Vannan,1,82.0,0.0,1
person:jennifer jeter,person:jennifer jeter,Jennifer Jeter,1,82.0,0.0,1
person:kari close,person:kari close,Kari Close,1,82.0,0.0,1
person:gina depasquale,person:gina depasquale,Gina M. Depasquale,1,82.0,0.0,1
person:zachary dorman,person:zachary dorman,Zachary Dorman,1,82.0,0.0,1
person:kaitlyn forster,person:kaitlyn forster,Kaitlyn Forster,1,82.0,0.0,1
person:jaye anne beringer,person:jaye anne beringer,Jaye Anne Beringer,1,82.0,0.0,1
person:theresa gibney,person:theresa gibney,Theresa V Gibney,1,82.0,0.0,1
person:joanna hausenfluck,person:joanna hausenfluck,Joanna H Hausenfluck,1,82.0,0.0,1
person:kristin henderson,person:kristin henderson,Kristin Henderson,1,82.0,0.0,1
person:lauren johnson,person:lauren johnson,Lauren Johnson,1,82.0,0.0,1
person:rebecca johnston,person:rebecca johnston,Rebecca M Johnston,1,82.0,0.0,1
person:rachel lazarus,person:rachel lazarus,Rachel Lazarus,1,82.0,0.0,1
person:hua peng liaw,person:hua peng liaw,Hua-Peng Liaw,1,82.0,0.0,1
person:brian melton,person:brian melton,Brian Melton,1,82.0,0.0,1
person:reeham motaher,person:reeham motaher,Reeham Motaher,1,82.0,0.0,1
person:alexandra novak,person:alexandra novak,Alexandra Novak,1,82.0,0.0,1
person:sophia protopapas,person:sophia protopapas,Sophia Protopapas,1,82.0,0.0,1
person:susana tae,person:susana tae,Susana Tae,1,82.0,0.0,1
person:jennifer taylor,person:jennifer taylor,Jennifer Taylor,1,82.0,0.0,1
person:rebecca vorimo,person:rebecca vorimo,Rebecca Vorimo,1,82.0,0.0,1
person:b yarbrough,person:b yarbrough,B. Yarbrough,1,82.0,0.0,1
person:k zeng,person:k zeng,K. Zeng,1,82.0,0.0,1
person:christopher zugates,person:christopher zugates,Christopher T. Zugates,1,82.0,0.0,1
person:heather dionne,person:heather dionne,Heather Dionne,1,82.0,0.0,1
person:claire angstadt,person:claire angstadt,Claire Angstadt,1,82.0,0.0,1
person:kelly ashley,person:kelly ashley,Kelly Ashley,1,82.0,0.0,1
person:amanda cavallaro,person:amanda cavallaro,Amanda Cavallaro,1,82.0,0.0,1
person:tam dang,person:tam dang,Tam Dang,1,82.0,0.0,1
person:guillermo gonzalez,person:guillermo gonzalez,Guillermo A. González,1,82.0,0.0,1
person:jui chun kao,person:jui chun kao,Jui-Chun Kao,1,82.0,0.0,1
person:t laverty,person:t laverty,T. Laverty,1,82.0,0.0,1
person:monti mercer,person:monti mercer,Monti Mercer,1,82.0,0.0,1
person:brenda perez,person:brenda perez,Brenda Perez,1,82.0,0.0,1
person:scarlett pitts,person:scarlett pitts,Scarlett Pitts,1,82.0,0.0,1
person:danielle ruiz,person:danielle ruiz,Danielle Ruiz,1,82.0,0.0,1
person:viruthika vallanadu,person:viruthika vallanadu,Viruthika Vallanadu,1,82.0,0.0,1
person:grace zhiyu zheng,person:grace zhiyu zheng,Grace Zhiyu Zheng,1,82.0,0.0,1
person:erica ehrhardt,person:erica ehrhardt,Erica Ehrhardt,1,82.0,0.0,1
person:basel el galfi,person:basel el galfi,Basel El Galfi,1,82.0,0.0,1
person:nan hu,person:nan hu,Nan Hu,1,82.0,0.0,1
person:ryo minegishi,person:ryo minegishi,Ryo Minegishi,1,82.0,0.0,1
person:oz malkesman,person:oz malkesman,Oz Malkesman,1,82.0,0.0,1
person:j alexander bae,person:j alexander bae,J. Alexander Bae,1,74.0,0.0,3
person:mahaly baptiste,person:mahaly baptiste,Mahaly Baptiste,1,74.0,0.0,3
person:sarah mcreynolds,person:sarah mcreynolds,Sarah McReynolds,1,74.0,0.0,3
person:elanine miranda,person:elanine miranda,Elanine Miranda,1,74.0,0.0,3
person:taliah muhammad,person:taliah muhammad,Taliah Muhammad,1,74.0,0.0,3
person:anthony ramos,person:anthony ramos,Anthony Ramos,1,74.0,0.0,3
person:cameron smith,person:cameron smith,Cameron L. Smith,1,74.0,0.0,3
person:fei ye,person:fei ye,Fei Ye,1,74.0,0.0,3
person:j salinas,person:j salinas,J. Salinas,1,70.0,0.0,1
person:sumit kumar vohra,person:sumit kumar vohra,Sumit Kumar Vohra,1,69.0,0.0,1
person:zachary miller,person:zachary miller,Zachary Miller,1,69.0,0.0,1
person:kathryn hebert,person:kathryn hebert,Kathryn B. Hebert,1,69.0,0.0,1
person:m taylor,person:m taylor,M. Taylor,1,69.0,0.0,1
person:sam dvorak,person:sam dvorak,Sam Dvorak,1,69.0,0.0,1
person:zainab faik,person:zainab faik,Zainab Faik,1,69.0,0.0,1
person:kareem king,person:kareem king,Kareem I. King,1,69.0,0.0,1
person:pallavi goel,person:pallavi goel,Pallavi Goel,1,69.0,0.0,1
person:dominick contreas,person:dominick contreas,Dominick Contreas,1,69.0,0.0,1
person:akila muthukumar,person:akila muthukumar,Akila V. Muthukumar,1,69.0,0.0,1
person:marina vernaglia,person:marina vernaglia,Marina S. Vernaglia,1,69.0,0.0,1
person:teodoro tapia carrasco,person:teodoro tapia carrasco,Teodoro Tapia Carrasco,1,69.0,0.0,1
person:s melnychuck,person:s melnychuck,S. Melnychuck,1,69.0,0.0,1
person:tingting yan,person:tingting yan,TingTing Yan,1,69.0,0.0,1
person:ananya dalal,person:ananya dalal,Ananya Dalal,1,69.0,0.0,1
person:james dimartino,person:james dimartino,James M. DiMartino,1,69.0,0.0,1
person:nana safo mensa,person:nana safo mensa,Nana Safo-Mensa,1,69.0,0.0,1
person:e greenberg,person:e greenberg,E. Greenberg,1,69.0,0.0,1
person:lune bellec,person:lune bellec,Lune P Bellec,1,69.0,0.0,5
person:daniel margules,person:daniel margules,Daniel S. Margules,1,69.0,0.0,5
person:a badhwar,person:a badhwar,A. Badhwar,1,69.0,0.0,5
person:j poline,person:j poline,J. Poline,1,69.0,0.0,5
person:r toro,person:r toro,R. Toro,1,69.0,0.0,5
person:ben cipollini,person:ben cipollini,Ben Cipollini,1,69.0,0.0,5
person:ariel rokem,person:ariel rokem,Ariel S. Rokem,1,69.0,0.0,5
person:c madjar,person:c madjar,C. Madjar,1,69.0,0.0,5
person:ayan sengupta,person:ayan sengupta,Ayan Sengupta,1,69.0,0.0,5
person:z mohades,person:z mohades,Z. Mohades,1,69.0,0.0,5
person:s dery,person:s dery,S. Déry,1,69.0,0.0,5
person:d demeter,person:d demeter,D. Demeter,1,69.0,0.0,5
person:kate mills,person:kate mills,Kate Mills,1,69.0,0.0,5
person:glad mihai,person:glad mihai,Glad Mihai,1,69.0,0.0,5
person:luka ruzic,person:luka ruzic,Luka Ruzic,1,69.0,0.0,5
person:nicholas ketz,person:nicholas ketz,Nicholas Ketz,1,69.0,0.0,5
person:a reineberg,person:a reineberg,A. Reineberg,1,69.0,0.0,5
person:marianne reddan,person:marianne reddan,Marianne C. Reddan,1,69.0,0.0,5
person:anne lise goddings,person:anne lise goddings,Anne-Lise Goddings,1,69.0,0.0,5
person:j gonzalez castillo,person:j gonzalez castillo,J. Gonzalez-Castillo,1,69.0,0.0,5
person:krzysztof gorgolewski,person:krzysztof gorgolewski,Krzysztof J. Gorgolewski,1,69.0,0.0,5
person:c froehlich,person:c froehlich,C. Froehlich,1,69.0,0.0,5
person:g dekel,person:g dekel,G. Dekel,1,69.0,0.0,5
person:t glatard,person:t glatard,T. Glatard,1,69.0,0.0,5
person:samir das,person:samir das,Samir Das,1,69.0,0.0,5
person:reza adalat,person:reza adalat,Reza Adalat,1,69.0,0.0,5
person:natacha beck,person:natacha beck,Natacha Beck,1,69.0,0.0,5
person:remi bernard,person:remi bernard,Rémi Bernard,1,69.0,0.0,5
person:n khalili mahani,person:n khalili mahani,N. Khalili-Mahani,1,69.0,0.0,5
person:pierre rioux,person:pierre rioux,Pierre Rioux,1,69.0,0.0,5
person:marc etienne rousseau,person:marc etienne rousseau,Marc-Etienne Rousseau,1,69.0,0.0,5
person:alan evans,person:alan evans,Alan C. Evans,1,69.0,0.0,5
person:y halchenko,person:y halchenko,Y. Halchenko,1,69.0,0.0,5
person:matteo visconti di oleggio castello,person:matteo visconti di oleggio castello,Matteo Visconti di Oleggio Castello,1,69.0,0.0,5
person:raul hernandez perez,person:raul hernandez perez,Raúl Hernández-Pérez,1,69.0,0.0,5
person:edgar morales,person:edgar morales,Edgar A. Morales,1,69.0,0.0,5
person:laura cuaya,person:laura cuaya,Laura V. Cuaya,1,69.0,0.0,5
person:kaori ito,person:kaori ito,Kaori L. Ito,1,69.0,0.0,5
person:h johnson,person:h johnson,H. Johnson,1,69.0,0.0,5
person:e kan,person:e kan,E. Kan,1,69.0,0.0,5
person:julia anglin,person:julia anglin,Julia Anglin,1,69.0,0.0,5
person:m borich,person:m borich,M. Borich,1,69.0,0.0,5
person:s liew,person:s liew,S. Liew,1,69.0,0.0,5
person:d margulies,person:d margulies,D. Margulies,1,69.0,0.0,5
person:m falkiewicz,person:m falkiewicz,M. Falkiewicz,1,69.0,0.0,5
person:julia huntenburg,person:julia huntenburg,Julia M. Huntenburg,1,69.0,0.0,5
person:david connor,person:david connor,David O’Connor,1,69.0,0.0,5
person:r pereira,person:r pereira,R. Pereira,1,69.0,0.0,5
person:j pfannmoller,person:j pfannmoller,J. Pfannmöller,1,69.0,0.0,5
person:r mesquita,person:r mesquita,R. Mesquita,1,69.0,0.0,5
person:luis herrera,person:luis herrera,Luis C. T. Herrera,1,69.0,0.0,5
person:daniela dentico,person:daniela dentico,Daniela Dentico,1,69.0,0.0,5
person:v sochat,person:v sochat,V. Sochat,1,69.0,0.0,5
person:b nichols,person:b nichols,B. N. Nichols,1,69.0,0.0,5
person:a heinsfeld,person:a heinsfeld,A. S. Heinsfeld,1,69.0,0.0,5
person:a franco,person:a franco,A. Franco,1,69.0,0.0,5
person:a buchweitz,person:a buchweitz,A. Buchweitz,1,69.0,0.0,5
person:felipe meneguzzi,person:felipe meneguzzi,Felipe Meneguzzi,1,69.0,0.0,5
person:julio villalon reina,person:julio villalon reina,Julio E. Villalón-Reina,1,69.0,0.0,5
person:l korobkova,person:l korobkova,L. Korobkova,1,65.0,0.0,0
person:marlene becerra,person:marlene becerra,Marlene Becerra,1,65.0,0.0,0
person:yasmine sherafat,person:yasmine sherafat,Yasmine Sherafat,1,65.0,0.0,0
person:bo peng,person:bo peng,Bo Peng,1,65.0,0.0,0
person:sana azam,person:sana azam,Sana Azam,1,65.0,0.0,0
person:neda khanjani,person:neda khanjani,Neda Khanjani,1,65.0,0.0,0
person:jim stanis,person:jim stanis,Jim Stanis,1,65.0,0.0,0
person:sarvia aquino,person:sarvia aquino,Sarvia Aquino,1,65.0,0.0,0
person:gordon dan,person:gordon dan,Gordon Dan,1,65.0,0.0,0
person:marina fayzullina,person:marina fayzullina,Marina Fayzullina,1,65.0,0.0,0
person:sarah ustrell,person:sarah ustrell,Sarah Ustrell,1,65.0,0.0,0
person:a santarelli,person:a santarelli,A. Santarelli,1,65.0,0.0,0
person:nora benavidez,person:nora benavidez,Nora L. Benavidez,1,65.0,0.0,0
person:david johnson,person:david johnson,David L. Johnson,1,65.0,0.0,0
person:m bienkowski,person:m bienkowski,M. Bienkowski,1,65.0,0.0,0
person:b lim,person:b lim,B. Lim,1,65.0,0.0,0
person:andersen chang,person:andersen chang,Andersen Chang,1,55.0,0.0,3
person:jiakun fu,person:jiakun fu,Jiakun Fu,1,55.0,0.0,3
person:kayla ponder,person:kayla ponder,Kayla Ponder,1,55.0,0.0,3
person:e joyce,person:e joyce,E. Joyce,1,50.0,0.0,3
person:ruweida ahmed,person:ruweida ahmed,Ruweida Ahmed,1,50.0,0.0,0
person:jasmine bomben,person:jasmine bomben,Jasmine Bomben,1,50.0,0.0,0
person:krissy brouner,person:krissy brouner,Krissy Brouner,1,50.0,0.0,0
person:linzy casal,person:linzy casal,Linzy Casal,1,50.0,0.0,0
person:shiella caldejon,person:shiella caldejon,Shiella Caldejon,1,50.0,0.0,0
person:andrew cho,person:andrew cho,Andrew Cho,1,50.0,0.0,0
person:n dotson,person:n dotson,N. Dotson,1,50.0,0.0,0
person:t daigle,person:t daigle,T. Daigle,1,50.0,0.0,0
person:tom egdorf,person:tom egdorf,Tom Egdorf,1,50.0,0.0,0
person:rachel enstrom,person:rachel enstrom,Rachel Enstrom,1,50.0,0.0,0
person:a gary,person:a gary,A. Gary,1,50.0,0.0,0
person:emily gelfand,person:emily gelfand,Emily C. Gelfand,1,50.0,0.0,0
person:fiona griffin,person:fiona griffin,Fiona Griffin,1,50.0,0.0,0
person:hong gu,person:hong gu,Hong Gu,1,50.0,0.0,0
person:nicole hancock,person:nicole hancock,Nicole Hancock,1,50.0,0.0,0
person:robert howard,person:robert howard,Robert E. Howard,1,50.0,0.0,0
person:sophie lambert,person:sophie lambert,Sophie Lambert,1,50.0,0.0,0
person:eric lee,person:eric lee,Eric Lee,1,50.0,0.0,0
person:jennifer luviano,person:jennifer luviano,Jennifer A. Luviano,1,50.0,0.0,0
person:michelle maxwell,person:michelle maxwell,Michelle Maxwell,1,50.0,0.0,0
person:c nayan,person:c nayan,C. Nayan,1,50.0,0.0,0
person:n ngo,person:n ngo,N. Ngo,1,50.0,0.0,0
person:thuyanh nguyen,person:thuyanh nguyen,Thuyanh V. Nguyen,1,50.0,0.0,0
person:kat north,person:kat north,Kat North,1,50.0,0.0,0
person:shea ransford,person:shea ransford,Shea T. Ransford,1,50.0,0.0,0
person:augustin ruiz,person:augustin ruiz,Augustin Ruiz,1,50.0,0.0,0
person:sam seid,person:sam seid,Sam Seid,1,50.0,0.0,0
person:jackie swapp,person:jackie swapp,Jackie Swapp,1,50.0,0.0,0
person:thomas zhou,person:thomas zhou,Thomas Zhou,1,50.0,0.0,0
person:a williford,person:a williford,A. Williford,1,50.0,0.0,0
person:l potekhina,person:l potekhina,L. Potekhina,1,50.0,0.0,0
person:m mcgraw,person:m mcgraw,M. McGraw,1,50.0,0.0,0
person:peter groblewski,person:peter groblewski,Peter A. Groblewski,1,50.0,0.0,0
person:carliana halterman,person:carliana halterman,Carliana R. Halterman,1,45.0,0.0,0
person:kara ronellenfitch,person:kara ronellenfitch,Kara Ronellenfitch,1,45.0,0.0,0
person:eric li,person:eric li,Eric M Li,1,44.0,0.0,0
person:rachel delley,person:rachel delley,Rachel Delley,1,44.0,0.0,0
person:grace willams,person:grace willams,Grace Willams,1,44.0,0.0,0
person:daniel zhang,person:daniel zhang,Daniel Y. Zhang,1,42.0,0.0,0
person:janardhan bhattarai,person:janardhan bhattarai,Janardhan P. Bhattarai,1,42.0,0.0,0
person:kristen park,person:kristen park,Kristen H. Park,1,42.0,0.0,0
person:weifan dong,person:weifan dong,Weifan Dong,1,42.0,0.0,0
person:yun fen hung,person:yun fen hung,Yun-Fen Hung,1,42.0,0.0,0
person:k rajamani,person:k rajamani,K. Rajamani,1,42.0,0.0,0
person:benjamin kennedy,person:benjamin kennedy,Benjamin C Kennedy,1,42.0,0.0,0
person:yan hong,person:yan hong,Yan Hong,1,42.0,0.0,0
person:jamie galanaugh,person:jamie galanaugh,Jamie Galanaugh,1,42.0,0.0,0
person:abhijeet sambangi,person:abhijeet sambangi,Abhijeet Sambangi,1,42.0,0.0,0
person:garrett wheeler,person:garrett wheeler,Garrett Wheeler,1,42.0,0.0,0
person:tiago goncalves,person:tiago goncalves,Tiago Gonçalves,1,42.0,0.0,0
person:riki kawaguchi,person:riki kawaguchi,Riki Kawaguchi,1,42.0,0.0,0
person:a viaene,person:a viaene,A. Viaene,1,42.0,0.0,0
person:ingo helbig,person:ingo helbig,Ingo Helbig,1,42.0,0.0,0
person:sudha kessler,person:sudha kessler,Sudha K Kessler,1,42.0,0.0,0
person:ahmet hoke,person:ahmet hoke,Ahmet Hoke,1,42.0,0.0,0
person:zev binder,person:zev binder,Zev A. Binder,1,42.0,0.0,0
person:e pai,person:e pai,E. Pai,1,42.0,0.0,0
person:s stone,person:s stone,S. Stone,1,42.0,0.0,0
person:m nasrallah,person:m nasrallah,M. Nasrallah,1,42.0,0.0,0
person:kimberly christian,person:kimberly christian,Kimberly M. Christian,1,42.0,0.0,0
person:marc fuccillo,person:marc fuccillo,Marc V. Fuccillo,1,42.0,0.0,0
person:n toni,person:n toni,N. Toni,1,42.0,0.0,0
person:hwai jong cheng,person:hwai jong cheng,Hwai-Jong Cheng,1,42.0,0.0,0
person:donald rourke,person:donald rourke,Donald M. O’Rourke,1,42.0,0.0,0
person:minghong ma,person:minghong ma,Minghong Ma,1,42.0,0.0,0
person:guo li ming,person:guo li ming,Guo-li Ming,1,42.0,0.0,0
person:hongjun song,person:hongjun song,Hongjun Song,1,42.0,0.0,0
person:alexis arnaudon,person:alexis arnaudon,Alexis Arnaudon,1,41.0,0.0,7
person:elvis boci,person:elvis boci,Elvis Boci,1,41.0,0.0,7
person:j courcol,person:j courcol,J. Courcol,1,41.0,0.0,7
person:t damart,person:t damart,T. Damart,1,41.0,0.0,7
person:thomas delemontex,person:thomas delemontex,Thomas Delemontex,1,41.0,0.0,7
person:alexander dietz,person:alexander dietz,Alexander Dietz,1,41.0,0.0,7
